entry_month,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
2026-05,44.0,-15.729999999999999,36.33,-52.06,45.45454545454545,0.6978486361890126,-0.3575,1.8165,-2.169166666666667,3.85,-3.27,20.0,24.0
