start,end,count,pnl,buy_losses,sell_losses,engines
2026-05-06 04:36:00,2026-05-06 14:41:50,11,-22.75,11,0,TPL:11
2026-05-07 07:35:00,2026-05-07 07:52:59,4,-10.37,4,0,TPL:4
2026-05-08 06:05:00,2026-05-08 06:14:31,3,-9.27,3,0,TPL:3
2026-05-04 08:24:00,2026-05-04 08:39:22,3,-6.790000000000001,0,3,TPL:3
