side,exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
buy,sl,27.0,-41.35,3.91,-45.26,25.925925925925924,0.086389748121962,-1.5314814814814814,0.5585714285714286,-2.263,1.24,-3.27,7.0,20.0
sell,sl,5.0,-6.2,0.6,-6.800000000000001,20.0,0.08823529411764705,-1.24,0.6,-1.7000000000000002,0.6,-2.37,1.0,4.0
sell,tp,1.0,2.38,2.38,0,100.0,0.0,2.38,2.38,0.0,2.38,0.0,1.0,0.0
buy,tp,11.0,29.44,29.44,0,100.0,0.0,2.6763636363636363,2.6763636363636363,0.0,3.85,0.0,11.0,0.0
