side,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
buy,38.0,-11.909999999999998,33.35,-45.26,47.368421052631575,0.7368537339814406,-0.3134210526315789,1.8527777777777779,-2.263,3.85,-3.27,18.0,20.0
sell,6.0,-3.8200000000000007,2.98,-6.800000000000001,33.33333333333333,0.438235294117647,-0.6366666666666668,1.49,-1.7000000000000002,2.38,-2.37,2.0,4.0
