entry_month,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
2026-04,65.0,-244.09,662.95,-907.04,43.07692307692308,0.7308938966307992,-3.7552307692307694,23.676785714285717,-24.514594594594595,53.3,-49.95,28.0,37.0
2026-05,14.0,3.2499999999999996,149.65,-146.4,50.0,1.0221994535519126,0.23214285714285712,21.37857142857143,-20.914285714285715,53.34,-24.94,7.0,7.0
2026-02,36.0,27.109999999999996,338.65999999999997,-311.55,58.333333333333336,1.0870165302519659,0.7530555555555555,16.126666666666665,-20.77,43.58,-25.21,21.0,15.0
2026-01,64.0,413.92,839.81,-425.89,70.3125,1.971894151071873,6.4675,18.662444444444443,-22.415263157894735,50.03,-25.16,45.0,19.0
2026-03,52.0,432.58,846.73,-414.15,63.46153846153846,2.044500784739829,8.318846153846154,25.65848484848485,-21.79736842105263,79.92,-25.24,33.0,19.0
