side,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
sell,59.0,-133.67000000000002,552.51,-686.18,45.76271186440678,0.8051968871141684,-2.2655932203389835,20.463333333333335,-21.443125,79.92,-25.24,27.0,32.0
buy,172.0,766.4399999999999,2285.29,-1518.85,62.2093023255814,1.504618625934095,4.456046511627907,21.35785046728972,-23.366923076923076,67.25,-49.95,107.0,65.0
