entry_hour,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
5,20.0,-198.91,102.4,-301.31,30.0,0.33984932461584416,-9.9455,17.066666666666666,-21.522142857142857,26.54,-25.04,6.0,14.0
10,9.0,-130.13,11.0,-141.13,33.33333333333333,0.0779423226812159,-14.458888888888888,3.6666666666666665,-23.521666666666665,4.16,-25.09,3.0,6.0
11,10.0,-108.39,52.84,-161.23,30.0,0.3277305712336414,-10.839,17.613333333333333,-23.032857142857143,28.62,-25.24,3.0,7.0
4,10.0,-55.55,68.61,-124.16,40.0,0.5525934278350516,-5.555,17.1525,-20.69333333333333,38.03,-25.19,4.0,6.0
22,1.0,-23.19,0,-23.19,0.0,0.0,-23.19,0.0,-23.19,0.0,-23.19,0.0,1.0
1,8.0,-20.619999999999997,83.88,-104.5,50.0,0.8026794258373205,-2.5774999999999997,20.97,-26.125,45.5,-49.69,4.0,4.0
23,6.0,-2.1599999999999984,42.14,-44.3,66.66666666666666,0.9512415349887134,-0.3599999999999997,10.535,-22.15,21.17,-24.98,4.0,2.0
20,3.0,-1.6099999999999994,15.95,-17.56,66.66666666666666,0.9083143507972665,-0.5366666666666665,7.975,-17.56,12.37,-17.56,2.0,1.0
0,27.0,8.019999999999985,373.56,-365.54,44.44444444444444,1.021940143349565,0.2970370370370365,31.13,-24.369333333333334,52.29,-49.82,12.0,15.0
17,4.0,10.05,24.560000000000002,-14.51,75.0,1.6926257753273606,2.5125,8.186666666666667,-14.51,16.05,-14.51,3.0,1.0
12,24.0,11.199999999999994,221.18,-209.98000000000002,62.5,1.0533384131822077,0.4666666666666664,14.745333333333333,-23.331111111111113,51.49,-25.21,15.0,9.0
9,14.0,27.150000000000006,151.58,-124.42999999999999,64.28571428571429,1.218194969058909,1.9392857142857147,16.842222222222222,-24.886,40.5,-25.06,9.0,5.0
2,3.0,39.67,49.91,-10.24,66.66666666666666,4.8740234375,13.223333333333334,24.955,-10.24,34.29,-10.24,2.0,1.0
19,9.0,53.339999999999996,137.09,-83.75,55.55555555555556,1.6368955223880597,5.926666666666666,27.418,-20.9375,46.0,-23.22,5.0,4.0
7,19.0,77.11,219.15,-142.04,68.42105263157895,1.5428752464094622,4.058421052631579,16.857692307692307,-23.673333333333332,55.7,-25.08,13.0,6.0
14,6.0,78.80000000000001,110.72,-31.92,66.66666666666666,3.468671679197995,13.133333333333335,27.68,-15.96,38.31,-18.84,4.0,2.0
8,9.0,100.81,150.76999999999998,-49.959999999999994,77.77777777777779,3.017814251401121,11.20111111111111,21.538571428571426,-24.979999999999997,53.3,-24.99,7.0,2.0
13,11.0,125.39,177.11,-51.72,72.72727272727273,3.4244006187161644,11.399090909090908,22.13875,-17.24,43.58,-24.94,8.0,3.0
18,6.0,145.14,145.14,0,100.0,0.0,24.189999999999998,24.189999999999998,0.0,43.76,0.0,6.0,0.0
15,10.0,223.12,273.07,-49.95,90.0,5.466866866866867,22.312,30.34111111111111,-49.95,67.25,-49.95,9.0,1.0
6,22.0,273.53000000000003,427.14,-153.60999999999999,68.18181818181817,2.7806783412538247,12.43318181818182,28.476,-21.944285714285712,79.92,-25.24,15.0,7.0
