exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
manual/exit_loss,813.0,-34360.57,0,-34360.57,0.0,0.0,-42.26392373923739,0.0,-42.26392373923739,0.0,-627.01,0.0,813.0
flat,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manual/exit_profit,43.0,319.25,319.25,0,100.0,0.0,7.424418604651163,7.424418604651163,0.0,126.49,0.0,43.0,0.0
sl,825.0,23533.04,23652.03,-118.99000000000001,99.39393939393939,198.77325825699637,28.52489696969697,28.84393902439024,-23.798000000000002,589.44,-78.54,820.0,5.0
tp,404.0,44205.78,44205.78,0,100.0,0.0,109.42024752475247,109.42024752475247,0.0,974.39,0.0,404.0,0.0
