engine,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,2086.0,33697.5,68177.06,-34479.56,60.738255033557046,1.9773181560321536,16.154122722914668,53.809834254143645,-42.15105134474327,974.39,-627.01,1267.0,818.0
