engine,grade,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,B,224.0,7658.7300000000005,8965.82,-1307.09,72.76785714285714,6.859374641378941,34.190758928571434,55.00503067484662,-21.427704918032784,737.49,-238.36,163.0,61.0
MRV,A,1862.0,26038.77,59211.24,-33172.47,59.29108485499462,1.7849511959766637,13.984301825993555,53.63336956521739,-43.820964332893,974.39,-627.01,1104.0,757.0
