exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
sl,60.0,-81.01,87.32,-168.33,48.333333333333336,0.5187429454048594,-1.3501666666666667,3.0110344827586206,-5.430000000000001,10.38,-13.76,29.0,31.0
manual/exit_loss,2.0,-2.8,0,-2.8,0.0,0.0,-1.4,0.0,-1.4,0.0,-2.03,0.0,2.0
tp,11.0,89.37,89.37,0,100.0,0.0,8.124545454545455,8.124545454545455,0.0,12.98,0.0,11.0,0.0
