engine,entry_hour,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
BO,14,3.0,-20.48,0,-20.48,0.0,0.0,-6.826666666666667,0.0,-6.826666666666667,0.0,-9.98,0.0,3.0
PB,0,5.0,-19.09,0,-19.09,0.0,0.0,-3.818,0.0,-3.818,0.0,-4.91,0.0,5.0
BO,7,1.0,-13.76,0,-13.76,0.0,0.0,-13.76,0.0,-13.76,0.0,-13.76,0.0,1.0
BO,18,1.0,-12.34,0,-12.34,0.0,0.0,-12.34,0.0,-12.34,0.0,-12.34,0.0,1.0
PB,5,2.0,-11.370000000000001,0,-11.370000000000001,0.0,0.0,-5.6850000000000005,0.0,-5.6850000000000005,0.0,-6.9,0.0,2.0
PB,1,2.0,-9.92,0,-9.92,0.0,0.0,-4.96,0.0,-4.96,0.0,-6.24,0.0,2.0
BO,4,1.0,-9.73,0,-9.73,0.0,0.0,-9.73,0.0,-9.73,0.0,-9.73,0.0,1.0
PB,6,3.0,-6.88,0.45,-7.33,33.33333333333333,0.061391541609822645,-2.2933333333333334,0.45,-3.665,0.45,-3.68,1.0,2.0
PB,12,2.0,-6.61,0,-6.61,0.0,0.0,-3.305,0.0,-3.305,0.0,-3.72,0.0,2.0
BO,6,1.0,-5.29,0,-5.29,0.0,0.0,-5.29,0.0,-5.29,0.0,-5.29,0.0,1.0
RV,17,1.0,-4.87,0,-4.87,0.0,0.0,-4.87,0.0,-4.87,0.0,-4.87,0.0,1.0
PB,22,1.0,-3.99,0,-3.99,0.0,0.0,-3.99,0.0,-3.99,0.0,-3.99,0.0,1.0
RV,20,1.0,-2.7,0,-2.7,0.0,0.0,-2.7,0.0,-2.7,0.0,-2.7,0.0,1.0
PB,11,2.0,-2.65,0.29,-2.94,50.0,0.09863945578231292,-1.325,0.29,-2.94,0.29,-2.94,1.0,1.0
PB,7,1.0,-2.03,0,-2.03,0.0,0.0,-2.03,0.0,-2.03,0.0,-2.03,0.0,1.0
BO,15,1.0,-0.77,0,-0.77,0.0,0.0,-0.77,0.0,-0.77,0.0,-0.77,0.0,1.0
PB,21,5.0,-0.04000000000000059,7.659999999999999,-7.7,80.0,0.9948051948051947,-0.008000000000000118,1.9149999999999998,-7.7,5.27,-7.7,4.0,1.0
RV,15,1.0,0.14,0.14,0,100.0,0.0,0.14,0.14,0.0,0.14,0.0,1.0,0.0
RV,18,1.0,0.15,0.15,0,100.0,0.0,0.15,0.15,0.0,0.15,0.0,1.0,0.0
RV,19,1.0,0.16,0.16,0,100.0,0.0,0.16,0.16,0.0,0.16,0.0,1.0,0.0
PB,16,3.0,0.6099999999999999,3.48,-2.87,66.66666666666666,1.2125435540069687,0.20333333333333328,1.74,-2.87,3.15,-2.87,2.0,1.0
BO,22,1.0,1.68,1.68,0,100.0,0.0,1.68,1.68,0.0,1.68,0.0,1.0,0.0
BO,10,1.0,2.33,2.33,0,100.0,0.0,2.33,2.33,0.0,2.33,0.0,1.0,0.0
BO,11,1.0,2.66,2.66,0,100.0,0.0,2.66,2.66,0.0,2.66,0.0,1.0,0.0
PB,23,2.0,2.8200000000000003,10.09,-7.27,50.0,1.3878954607977991,1.4100000000000001,10.09,-7.27,10.09,-7.27,1.0,1.0
RV,7,1.0,3.64,3.64,0,100.0,0.0,3.64,3.64,0.0,3.64,0.0,1.0,0.0
PB,8,3.0,3.82,10.08,-6.26,66.66666666666666,1.610223642172524,1.2733333333333332,5.04,-6.26,7.72,-6.26,2.0,1.0
PB,10,1.0,3.92,3.92,0,100.0,0.0,3.92,3.92,0.0,3.92,0.0,1.0,0.0
PB,9,3.0,4.83,4.83,0,100.0,0.0,1.61,1.61,0.0,3.57,0.0,3.0,0.0
PB,14,2.0,5.630000000000001,12.98,-7.35,50.0,1.7659863945578234,2.8150000000000004,12.98,-7.35,12.98,-7.35,1.0,1.0
PB,19,2.0,6.449999999999999,6.449999999999999,0,100.0,0.0,3.2249999999999996,3.2249999999999996,0.0,3.34,0.0,2.0,0.0
PB,13,1.0,7.04,7.04,0,100.0,0.0,7.04,7.04,0.0,7.04,0.0,1.0,0.0
BO,23,1.0,7.84,7.84,0,100.0,0.0,7.84,7.84,0.0,7.84,0.0,1.0,0.0
RV,10,2.0,8.3,8.3,0,100.0,0.0,4.15,4.15,0.0,4.66,0.0,2.0,0.0
BO,2,1.0,8.84,8.84,0,100.0,0.0,8.84,8.84,0.0,8.84,0.0,1.0,0.0
BO,21,1.0,9.4,9.4,0,100.0,0.0,9.4,9.4,0.0,9.4,0.0,1.0,0.0
BO,0,1.0,10.38,10.38,0,100.0,0.0,10.38,10.38,0.0,10.38,0.0,1.0,0.0
PB,4,2.0,10.860000000000001,10.860000000000001,0,100.0,0.0,5.430000000000001,5.430000000000001,0.0,8.71,0.0,2.0,0.0
PB,15,3.0,10.98,14.72,-3.74,66.66666666666666,3.9358288770053473,3.66,7.36,-3.74,9.72,-3.74,2.0,1.0
PB,3,2.0,12.39,12.39,0,100.0,0.0,6.195,6.195,0.0,10.52,0.0,2.0,0.0
PB,17,3.0,13.21,15.93,-2.72,66.66666666666666,5.856617647058823,4.403333333333333,7.965,-2.72,10.65,-2.72,2.0,1.0
