engine,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
,3.0,-30.65,2.54,-33.19,33.33333333333333,0.07652907502259718,-10.216666666666667,2.54,-16.595,2.54,-20.54,1.0,2.0
