engine,grade,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MOM,B,4.0,0.26,1.55,-1.29,50.0,1.2015503875968991,0.065,0.775,-0.645,0.93,-0.91,2.0,2.0
MOM,A,11.0,0.41000000000000014,3.68,-3.27,63.63636363636363,1.1253822629969419,0.037272727272727284,0.5257142857142857,-0.8175,1.06,-0.99,7.0,4.0
