engine,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MOM,15.0,0.6700000000000002,5.23,-4.56,60.0,1.1469298245614037,0.044666666666666674,0.5811111111111111,-0.7599999999999999,1.06,-0.99,9.0,6.0
