entry_hour,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
0,3.0,-1.72,0.03,-1.75,33.33333333333333,0.017142857142857144,-0.5733333333333334,0.03,-0.875,0.03,-0.91,1.0,2.0
1,2.0,-1.37,0,-1.37,0.0,0.0,-0.685,0.0,-0.685,0.0,-0.99,0.0,2.0
23,10.0,3.7600000000000002,5.2,-1.44,80.0,3.611111111111111,0.376,0.65,-0.72,1.06,-0.85,8.0,2.0
