engine,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
RCL,9.0,-2.4899999999999998,1.06,-3.55,44.44444444444444,0.2985915492957747,-0.2766666666666666,0.265,-0.71,1.02,-1.21,4.0,5.0
MOM,7.0,-2.06,1.16,-3.2199999999999998,42.857142857142854,0.36024844720496896,-0.2942857142857143,0.38666666666666666,-0.8049999999999999,0.99,-1.14,3.0,4.0
