entry_hour,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
10,3.0,-7.62,0,-7.62,0.0,0.0,-2.54,0.0,-2.54,0.0,-3.1,0.0,3.0
9,1.0,-7.27,0,-7.27,0.0,0.0,-7.27,0.0,-7.27,0.0,-7.27,0.0,1.0
3,3.0,-7.119999999999999,3.47,-10.59,33.33333333333333,0.32766761095373,-2.373333333333333,3.47,-5.295,3.47,-5.57,1.0,2.0
13,2.0,-4.98,0,-4.98,0.0,0.0,-2.49,0.0,-2.49,0.0,-2.97,0.0,2.0
5,1.0,-4.12,0,-4.12,0.0,0.0,-4.12,0.0,-4.12,0.0,-4.12,0.0,1.0
4,2.0,-3.89,0.35,-4.24,50.0,0.08254716981132075,-1.945,0.35,-4.24,0.35,-4.24,1.0,1.0
7,1.0,-3.63,0,-3.63,0.0,0.0,-3.63,0.0,-3.63,0.0,-3.63,0.0,1.0
12,2.0,-3.6,0,-3.6,0.0,0.0,-1.8,0.0,-1.8,0.0,-1.8,0.0,2.0
2,4.0,-2.63,11.879999999999999,-14.51,50.0,0.8187456926257752,-0.6575,5.9399999999999995,-7.255,6.14,-9.66,2.0,2.0
0,1.0,-2.14,0,-2.14,0.0,0.0,-2.14,0.0,-2.14,0.0,-2.14,0.0,1.0
1,1.0,-2.0,0,-2.0,0.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,1.0
22,1.0,-1.92,0,-1.92,0.0,0.0,-1.92,0.0,-1.92,0.0,-1.92,0.0,1.0
20,1.0,-1.72,0,-1.72,0.0,0.0,-1.72,0.0,-1.72,0.0,-1.72,0.0,1.0
6,2.0,-0.6400000000000001,1.6,-2.24,50.0,0.7142857142857143,-0.32000000000000006,1.6,-2.24,1.6,-2.24,1.0,1.0
14,2.0,-0.5500000000000003,2.86,-3.41,50.0,0.8387096774193548,-0.27500000000000013,2.86,-3.41,2.86,-3.41,1.0,1.0
18,1.0,2.46,2.46,0,100.0,0.0,2.46,2.46,0.0,2.46,0.0,1.0,0.0
19,1.0,3.7,3.7,0,100.0,0.0,3.7,3.7,0.0,3.7,0.0,1.0,0.0
16,2.0,4.66,4.66,0,100.0,0.0,2.33,2.33,0.0,2.36,0.0,2.0,0.0
8,2.0,10.54,10.54,0,100.0,0.0,5.27,5.27,0.0,5.36,0.0,2.0,0.0
