entry_time,exit_time,entry_month,entry_date,entry_hour,side,volume,entry_price,exit_price,profit,balance,hold_minutes,exit_reason,family,engine,code,score,grade,regime_tag,hour_tag,tags,score_bucket,entry_comment,exit_comment,match_error
2025-01-01 02:00:00,2025-01-01 19:46:31,2025-01,2025-01-01,2,sell,0.01,93476.51,94442.58,-9.66,139.21,1066.5166666666667,sl,SBTC,PB,S82,0,,,,,unknown,SBTC|PB|S82|S,sl 94439.77,0.0007000000000694229
2025-01-01 09:30:00,2025-01-01 12:24:02,2025-01,2025-01-01,9,sell,0.01,92989.03,93716.21,-7.27,148.87,174.03333333333333,sl,SBTC,BO,S88,0,,,,,unknown,SBTC|BO|S88|S,sl 93714.66,0.0018000000000766292
2025-01-04 03:00:00,2025-01-04 09:15:31,2025-01,2025-01-04,3,buy,0.01,98264.12,97706.79,-5.57,137.84,375.51666666666665,sl,SBTC,BO,S91,0,,,,,unknown,SBTC|BO|S91|B,sl 97707.76,0.003300000000017178
2025-01-04 03:45:00,2025-01-04 09:15:31,2025-01,2025-01-04,3,buy,0.01,98209.28,97706.79,-5.02,132.82,330.51666666666665,sl,SBTC,PB,S75,0,,,,,unknown,SBTC|PB|S75|B,sl 97707.53,0.004900000000052529
2025-01-03 02:15:00,2025-01-03 05:08:41,2025-01,2025-01-03,2,buy,0.01,97015.77,96531.25,-4.85,159.15,173.68333333333334,sl,SBTC,PB,S73,0,,,,,unknown,SBTC|PB|S73|B,sl 96532.42,0.004799999999958615
2025-01-03 04:00:00,2025-01-03 05:08:31,2025-01,2025-01-03,4,buy,0.01,96981.76,96557.79,-4.24,164.0,68.51666666666667,sl,SBTC,PB,S76,0,,,,,unknown,SBTC|PB|S76|B,sl 96558.45,0.0002999999999886427
2025-01-05 05:30:00,2025-01-05 08:03:28,2025-01,2025-01-05,5,buy,0.01,98417.92,98005.7,-4.12,121.14,153.46666666666667,sl,SBTC,PB,S79,0,,,,,unknown,SBTC|PB|S79|B,sl 98006.12,0.002200000000011748
2025-01-03 07:15:00,2025-01-03 07:32:41,2025-01,2025-01-03,7,buy,0.02,96508.94,96327.27,-3.63,155.52,17.683333333333334,sl,SBTC,RV,S69,0,,,,,unknown,SBTC|RV|S69|B,sl 96328.94,0.0033999999999654307
2025-01-03 14:00:00,2025-01-03 14:10:27,2025-01,2025-01-03,14,sell,0.01,96458.49,96798.92,-3.41,146.38,10.45,sl,SBTC,PB,S76,0,,,,,unknown,SBTC|PB|S76|S,sl 96798.55,0.00570000000006976
2025-01-03 10:15:00,2025-01-03 11:24:26,2025-01,2025-01-03,10,sell,0.01,96375.69,96686.19,-3.1,152.42,69.43333333333334,sl,SBTC,PB,S76,0,,,,,unknown,SBTC|PB|S76|S,sl 96686.10,0.004999999999999893
2025-01-03 13:30:00,2025-01-03 14:10:28,2025-01,2025-01-03,13,sell,0.01,96507.25,96804.38,-2.97,143.41,40.46666666666667,sl,SBTC,PB,S69,0,,,,,unknown,SBTC|PB|S69|S,sl 96803.52,0.0013000000000462641
2025-01-03 10:45:00,2025-01-03 11:24:26,2025-01,2025-01-03,10,sell,0.01,96422.98,96686.19,-2.63,149.79,39.43333333333333,sl,SBTC,PB,S72,0,,,,,unknown,SBTC|PB|S72|S,sl 96685.84,0.0021000000000643837
2025-01-05 06:30:00,2025-01-05 08:00:26,2025-01,2025-01-05,6,buy,0.01,98354.71,98131.21,-2.24,125.26,90.43333333333334,sl,SBTC,PB,S76,0,,,,,unknown,SBTC|PB|S76|B,sl 98132.68,0.0050000000000003375
2025-01-05 00:15:00,2025-01-05 01:36:16,2025-01,2025-01-05,0,buy,0.01,98293.66,98079.79,-2.14,129.15,81.26666666666667,sl,SBTC,PB,S73,0,,,,,unknown,SBTC|PB|S73|B,sl 98079.97,0.001299999999901047
2025-01-04 13:30:00,2025-01-04 13:53:25,2025-01,2025-01-04,13,sell,0.01,97793.92,97995.09,-2.01,129.01,23.416666666666668,sl,SBTC,PB,S73,0,,,,,unknown,SBTC|PB|S73|S,sl 97994.23,0.0016999999999827153
2025-01-05 01:15:00,2025-01-05 01:36:17,2025-01,2025-01-05,1,buy,0.01,98276.83,98077.39,-2.0,127.15,21.283333333333335,sl,SBTC,PB,S72,0,,,,,unknown,SBTC|PB|S72|B,sl 98078.41,0.005599999999976735
2025-01-04 22:45:00,2025-01-04 23:07:38,2025-01,2025-01-04,22,buy,0.01,98400.26,98208.01,-1.92,131.29,22.633333333333333,sl,SBTC,PB,S74,0,,,,,unknown,SBTC|PB|S74|B,sl 98208.59,0.0025000000000001688
2025-01-05 10:15:00,2025-01-05 12:11:04,2025-01,2025-01-05,10,buy,0.01,97707.29,97517.61,-1.89,119.25,116.06666666666666,sl,SBTC,RV,S66,0,,,,,unknown,SBTC|RV|S66|B,sl 97519.86,0.006799999999930195
2025-01-04 12:15:00,2025-01-04 12:26:35,2025-01,2025-01-04,12,sell,0.01,97806.6,97986.66,-1.8,131.02,11.583333333333334,sl,SBTC,PB,S70,0,,,,,unknown,SBTC|PB|S70|S,sl 97986.60,0.0005999999999766192
2025-01-04 12:45:00,2025-01-04 13:53:27,2025-01,2025-01-04,12,sell,0.01,97822.53,98002.79,-1.8,127.21,68.45,sl,SBTC,PB,S73,0,,,,,unknown,SBTC|PB|S73|S,sl 98002.53,0.002599999999947533
2025-01-05 20:30:00,2025-01-05 20:45:00,2025-01,2025-01-05,20,buy,0.01,98499.45,98326.68,-1.72,117.53,15.0,manual/exit_loss,SBTC,BO,S91,0,,,,,unknown,SBTC|BO|S91|B,,0.007700000000040896
