engine,regime_tag,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
PB,,26.0,-19.87,34.04,-53.91,38.46153846153847,0.631422741606381,-0.7642307692307693,3.404,-3.369375,6.14,-9.66,10.0,16.0
BO,,4.0,-9.38,5.18,-14.56,25.0,0.3557692307692307,-2.345,5.18,-4.8533333333333335,5.18,-7.27,1.0,3.0
RV,,3.0,-3.2199999999999998,2.3,-5.52,33.33333333333333,0.4166666666666667,-1.0733333333333333,2.3,-2.76,2.3,-3.63,1.0,2.0
