engine,score_bucket,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
RJT,S90-99,252.0,-14.339999999999998,71.7,-86.03999999999999,54.36507936507936,0.8333333333333335,-0.056904761904761895,0.5233576642335767,-0.754736842105263,1.2,-1.2,137.0,114.0
