engine,grade,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
CBK,A,8.0,-2.9799999999999995,4.510000000000001,-7.49,50.0,0.602136181575434,-0.37249999999999994,1.1275000000000002,-1.8725,2.16,-2.81,4.0,4.0
CBK,B,2.0,-1.6600000000000001,0,-1.6600000000000001,0.0,0.0,-0.8300000000000001,0.0,-0.8300000000000001,0.0,-0.85,0.0,2.0
IMP,A,465.0,5.700000000000003,345.45,-339.75,60.64516129032258,1.0167770419426048,0.012258064516129038,1.2249999999999999,-1.8565573770491803,2.96,-3.74,282.0,183.0
IMP,B,70.0,16.05,53.19,-37.14,62.857142857142854,1.4321486268174475,0.2292857142857143,1.2088636363636363,-1.4284615384615384,2.99,-2.74,44.0,26.0
