entry_hour,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
5,545.0,17.110000000000003,403.15,-386.04,60.550458715596335,1.0443218319345144,0.031394495412844045,1.2216666666666667,-1.7955348837209304,2.99,-3.74,330.0,215.0
