side,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
sell,152.0,-7.08,104.24,-111.32,59.86842105263158,0.936399568810636,-0.04657894736842105,1.1454945054945054,-1.824918032786885,2.9,-3.74,91.0,61.0
buy,393.0,24.190000000000005,298.91,-274.71999999999997,60.81424936386769,1.0880532906231801,0.061552162849872784,1.2506694560669458,-1.7838961038961036,2.99,-3.53,239.0,154.0
