engine,grade,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
RCL,A,128.0,-23.41,39.19,-62.6,50.0,0.626038338658147,-0.182890625,0.61234375,-0.978125,1.54,-1.63,64.0,64.0
MOM,A,70.0,-0.1799999999999996,30.64,-30.82,58.57142857142858,0.9941596365996106,-0.0025714285714285657,0.7473170731707317,-1.062758620689655,1.5,-1.42,41.0,29.0
RJT,A,66.0,8.99,29.080000000000002,-20.09,65.15151515151516,1.44748631159781,0.13621212121212123,0.6762790697674419,-0.8734782608695653,1.53,-1.62,43.0,23.0
