side,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
buy,174.0,-22.61,61.48,-84.09,51.724137931034484,0.7311214175288381,-0.12994252873563217,0.6831111111111111,-1.0010714285714286,1.54,-1.63,90.0,84.0
sell,90.0,8.01,37.43,-29.42,64.44444444444444,1.2722637661454792,0.089,0.6453448275862069,-0.919375,1.53,-1.62,58.0,32.0
