side,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
sell,264.0,-5517.59,28839.63,-34357.22,58.71212121212122,0.8394052254518847,-20.899962121212123,186.06212903225807,-315.2038532110092,1050.38,-1326.54,155.0,109.0
buy,919.0,32158.95,129541.4,-97382.45,73.55821545157781,1.3302335277044273,34.99341675734494,191.6292899408284,-400.75082304526745,1748.42,-1673.33,676.0,243.0
