engine,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
,1183.0,26641.36,158381.03,-131739.67,70.2451394759087,1.2022273169501638,22.520169061707524,190.59089049338147,-374.26042613636366,1748.42,-1673.33,831.0,352.0
