side,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
buy,2.0,-0.51,0,-0.51,0.0,0.0,-0.255,0.0,-0.255,0.0,-0.26,0.0,2.0
sell,2.0,-0.32999999999999996,0.03,-0.36,50.0,0.08333333333333333,-0.16499999999999998,0.03,-0.36,0.03,-0.36,1.0,1.0
