engine,regime_tag,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,RG,3.0,-0.58,0.03,-0.61,33.33333333333333,0.04918032786885246,-0.19333333333333333,0.03,-0.305,0.03,-0.36,1.0,2.0
MRV,WG,1.0,-0.26,0,-0.26,0.0,0.0,-0.26,0.0,-0.26,0.0,-0.26,0.0,1.0
