exit_reason,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
manual/exit_loss,2.0,-1.02,0,-1.02,0.0,0.0,-0.51,0.0,-0.51,0.0,-0.61,0.0,2.0
sl,4.0,0.16,0.38,-0.22,75.0,1.7272727272727273,0.04,0.12666666666666668,-0.22,0.31,-0.22,3.0,1.0
tp,3.0,2.05,2.05,0,100.0,0.0,0.6833333333333332,0.6833333333333332,0.0,1.15,0.0,3.0,0.0
