engine,regime_tag,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,WG,4.0,-0.42,0.6,-1.02,50.0,0.5882352941176471,-0.105,0.3,-0.51,0.31,-0.61,2.0,2.0
MRV,RG,5.0,1.6099999999999999,1.8299999999999998,-0.22,80.0,8.318181818181817,0.32199999999999995,0.45749999999999996,-0.22,1.15,-0.22,4.0,1.0
