engine,trades,net,gross_profit,gross_loss,win_rate,profit_factor,avg,avg_win,avg_loss,largest_win,largest_loss,win_count,loss_count
MRV,9.0,1.19,2.4299999999999997,-1.24,66.66666666666666,1.9596774193548385,0.1322222222222222,0.40499999999999997,-0.41333333333333333,1.15,-0.61,6.0,3.0
